Description	Resource	Path	Location	Type
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 85	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 90	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 95	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 11	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 25	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 29	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 33	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 37	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 41	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 45	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 49	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 53	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 57	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 61	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 65	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 69	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 73	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 77	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 81	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 85	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 90	JSP Problem
res_rootpath cannot be resolved to a variable	banklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 95	JSP Problem
res_rootpath cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feequery/subfeequery	line 201	JSP Problem
res_rootpath cannot be resolved to a variable	billDetailQuery.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feequery/subfeequery	line 201	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/src/main/webapp/ninclude	line 7	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/src/main/webapp/ninclude	line 15	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/src/main/webapp/ninclude	line 23	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/src/main/webapp/ninclude	line 31	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 7	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 15	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 23	JSP Problem
res_rootpath cannot be resolved to a variable	business_recommend.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 31	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 6	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 7	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 8	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 9	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 11	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 12	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 13	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/src/main/webapp/ninclude/commonquery_include	line 14	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 6	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 7	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 8	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 9	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 11	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 12	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 13	JSP Problem
res_rootpath cannot be resolved to a variable	commonquery_scrolls_flash.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/commonquery_include	line 14	JSP Problem
res_rootpath cannot be resolved to a variable	feedback.jsp	/Web-sx/src/main/webapp/ninclude	line 56	JSP Problem
res_rootpath cannot be resolved to a variable	feedback.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 56	JSP Problem
res_rootpath cannot be resolved to a variable	feeservice_caption.jsp	/Web-sx/src/main/webapp/ninclude	line 25	JSP Problem
res_rootpath cannot be resolved to a variable	feeservice_caption.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 25	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/src/main/webapp/ninclude	line 54	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/src/main/webapp/ninclude	line 55	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/src/main/webapp/ninclude	line 56	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 54	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 55	JSP Problem
res_rootpath cannot be resolved to a variable	footer.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 56	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 191	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 298	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 308	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 318	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 350	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude	line 358	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/src/main/webapp/ninclude/biz	line 75	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 191	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 298	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 308	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 318	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 350	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 358	JSP Problem
res_rootpath cannot be resolved to a variable	header.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude/biz	line 75	JSP Problem
res_rootpath cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/src/main/webapp/ninclude	line 1	JSP Problem
res_rootpath cannot be resolved to a variable	include_Login2.0.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/ninclude	line 1	JSP Problem
res_rootpath cannot be resolved to a variable	include_garden_tip.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/localreq/garden	line 2	JSP Problem
res_rootpath cannot be resolved to a variable	include_garden_tip.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/localreq/garden	line 2	JSP Problem
res_rootpath cannot be resolved to a variable	include_vote.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/vote	line 11	JSP Problem
res_rootpath cannot be resolved to a variable	include_vote.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/vote	line 11	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 9	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 13	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 17	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 21	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 25	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 29	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 33	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 37	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 41	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 45	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 49	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 53	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 57	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 61	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 65	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 69	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 74	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 79	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 84	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 89	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 94	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 99	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 104	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 109	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 114	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 119	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 124	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 129	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 134	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 139	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 144	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 149	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 154	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feenewservice	line 159	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 9	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 13	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 17	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 22	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 27	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 31	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 35	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 39	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 44	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 48	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 52	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/src/main/webapp/WEB-INF/npage/echn/feeservice/bankcard	line 56	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 9	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 13	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 17	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 21	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 25	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 29	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 33	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 37	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 41	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 45	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 49	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 53	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 57	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 61	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 65	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 69	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 74	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 79	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 84	JSP Problem
res_rootpath cannot be resolved to a variable	newbanklist.jsp	/Web-sx/target/Web-sx-1.0.0-SNAPSHOT/WEB-INF/npage/echn/feenewservice	line 89	JSP Problem
